source_id,source_type,target_id,target_type,weight,nt,spatial_x,spatial_y,pathway
100589,T4_T5_vertical,999030,VS1,4,GABA,13,18,VS
100590,T4_T5_looming,999004,LC4,19,ACh,14,18,LC4
100590,T4_T5_STMD,999011,LC11,17,ACh,14,18,LC11
100590,T4_T5_horizontal,999020,HSN,5,ACh,14,18,HS
100590,T4_T5_vertical,999030,VS1,6,GABA,14,18,VS
100591,T4_T5_looming,999004,LC4,19,ACh,15,18,LC4
100591,T4_T5_STMD,999011,LC11,19,ACh,15,18,LC11
100591,T4_T5_horizontal,999020,HSN,3,ACh,15,18,HS
100591,T4_T5_vertical,999030,VS1,3,GABA,15,18,VS
100592,T4_T5_looming,999004,LC4,20,ACh,16,18,LC4
100592,T4_T5_STMD,999011,LC11,23,ACh,16,18,LC11
100592,T4_T5_horizontal,999020,HSN,4,GABA,16,18,HS
100592,T4_T5_vertical,999030,VS1,6,GABA,16,18,VS
100593,T4_T5_looming,999004,LC4,19,ACh,17,18,LC4
100593,T4_T5_STMD,999011,LC11,20,ACh,17,18,LC11
100593,T4_T5_horizontal,999020,HSN,5,GABA,17,18,HS
100593,T4_T5_vertical,999030,VS1,5,GABA,17,18,VS
100594,T4_T5_looming,999004,LC4,19,ACh,18,18,LC4
100594,T4_T5_STMD,999011,LC11,17,ACh,18,18,LC11
100594,T4_T5_horizontal,999020,HSN,5,GABA,18,18,HS
100594,T4_T5_vertical,999030,VS1,5,GABA,18,18,VS
100595,T4_T5_looming,999004,LC4,14,ACh,19,18,LC4
100595,T4_T5_STMD,999011,LC11,10,ACh,19,18,LC11
100595,T4_T5_horizontal,999020,HSN,4,GABA,19,18,HS
100595,T4_T5_vertical,999030,VS1,5,GABA,19,18,VS
100596,T4_T5_looming,999004,LC4,14,ACh,20,18,LC4
100596,T4_T5_STMD,999011,LC11,10,ACh,20,18,LC11
100596,T4_T5_horizontal,999020,HSN,5,GABA,20,18,HS
100596,T4_T5_vertical,999030,VS1,3,GABA,20,18,VS
100597,T4_T5_looming,999004,LC4,11,ACh,21,18,LC4
100597,T4_T5_STMD,999011,LC11,10,GABA,21,18,LC11
100597,T4_T5_horizontal,999020,HSN,9,GABA,21,18,HS
100597,T4_T5_vertical,999030,VS1,3,GABA,21,18,VS
100598,T4_T5_looming,999004,LC4,7,ACh,22,18,LC4
100598,T4_T5_STMD,999011,LC11,9,GABA,22,18,LC11
100598,T4_T5_horizontal,999020,HSN,10,GABA,22,18,HS
100598,T4_T5_vertical,999030,VS1,5,GABA,22,18,VS
100599,T4_T5_looming,999004,LC4,7,ACh,23,18,LC4
100599,T4_T5_STMD,999011,LC11,7,GABA,23,18,LC11
100599,T4_T5_horizontal,999020,HSN,8,GABA,23,18,HS
100599,T4_T5_vertical,999030,VS1,5,GABA,23,18,VS
100600,T4_T5_looming,999004,LC4,12,GABA,24,18,LC4
100600,T4_T5_STMD,999011,LC11,7,GABA,24,18,LC11
100600,T4_T5_horizontal,999020,HSN,9,GABA,24,18,HS
100600,T4_T5_vertical,999030,VS1,4,GABA,24,18,VS
100601,T4_T5_looming,999004,LC4,12,GABA,25,18,LC4
100601,T4_T5_horizontal,999020,HSN,13,GABA,25,18,HS
100601,T4_T5_vertical,999030,VS1,3,GABA,25,18,VS
100602,T4_T5_looming,999004,LC4,14,GABA,26,18,LC4
100602,T4_T5_horizontal,999020,HSN,12,GABA,26,18,HS
100602,T4_T5_vertical,999030,VS1,6,GABA,26,18,VS
100603,T4_T5_looming,999004,LC4,14,GABA,27,18,LC4
100603,T4_T5_horizontal,999020,HSN,15,GABA,27,18,HS
100603,T4_T5_vertical,999030,VS1,3,GABA,27,18,VS
100604,T4_T5_looming,999004,LC4,12,GABA,28,18,LC4
100604,T4_T5_horizontal,999020,HSN,14,GABA,28,18,HS
100604,T4_T5_vertical,999030,VS1,6,GABA,28,18,VS
100605,T4_T5_looming,999004,LC4,7,GABA,29,18,LC4
100605,T4_T5_horizontal,999020,HSN,14,GABA,29,18,HS
100605,T4_T5_vertical,999030,VS1,4,GABA,29,18,VS
100606,T4_T5_horizontal,999020,HSN,17,GABA,30,18,HS
100606,T4_T5_vertical,999030,VS1,6,GABA,30,18,VS
100607,T4_T5_horizontal,999020,HSN,17,GABA,31,18,HS
100607,T4_T5_vertical,999030,VS1,6,GABA,31,18,VS
100608,T4_T5_horizontal,999020,HSN,18,ACh,0,19,HS
100608,T4_T5_vertical,999030,VS1,4,GABA,0,19,VS
100609,T4_T5_horizontal,999020,HSN,18,ACh,1,19,HS
100609,T4_T5_vertical,999030,VS1,6,GABA,1,19,VS
100610,T4_T5_horizontal,999020,HSN,15,ACh,2,19,HS
100610,T4_T5_vertical,999030,VS1,4,GABA,2,19,VS
100611,T4_T5_looming,999004,LC4,7,GABA,3,19,LC4
100611,T4_T5_horizontal,999020,HSN,14,ACh,3,19,HS
100611,T4_T5_vertical,999030,VS1,6,GABA,3,19,VS
100612,T4_T5_looming,999004,LC4,9,GABA,4,19,LC4
100612,T4_T5_horizontal,999020,HSN,14,ACh,4,19,HS
100612,T4_T5_vertical,999030,VS1,7,GABA,4,19,VS
100613,T4_T5_looming,999004,LC4,13,GABA,5,19,LC4
100613,T4_T5_horizontal,999020,HSN,12,ACh,5,19,HS
100613,T4_T5_vertical,999030,VS1,6,GABA,5,19,VS
100614,T4_T5_looming,999004,LC4,14,GABA,6,19,LC4
100614,T4_T5_horizontal,999020,HSN,12,ACh,6,19,HS
100614,T4_T5_vertical,999030,VS1,5,GABA,6,19,VS
100615,T4_T5_looming,999004,LC4,13,GABA,7,19,LC4
100615,T4_T5_horizontal,999020,HSN,12,ACh,7,19,HS
100615,T4_T5_vertical,999030,VS1,7,GABA,7,19,VS
100616,T4_T5_looming,999004,LC4,13,GABA,8,19,LC4
100616,T4_T5_STMD,999011,LC11,6,GABA,8,19,LC11
100616,T4_T5_horizontal,999020,HSN,11,ACh,8,19,HS
100616,T4_T5_vertical,999030,VS1,4,GABA,8,19,VS
100617,T4_T5_looming,999004,LC4,7,ACh,9,19,LC4
100617,T4_T5_STMD,999011,LC11,8,GABA,9,19,LC11
100617,T4_T5_horizontal,999020,HSN,9,ACh,9,19,HS
100617,T4_T5_vertical,999030,VS1,5,GABA,9,19,VS
100618,T4_T5_looming,999004,LC4,6,ACh,10,19,LC4
100618,T4_T5_STMD,999011,LC11,9,GABA,10,19,LC11
100618,T4_T5_horizontal,999020,HSN,7,ACh,10,19,HS
100618,T4_T5_vertical,999030,VS1,5,GABA,10,19,VS
100619,T4_T5_looming,999004,LC4,10,ACh,11,19,LC4
100619,T4_T5_STMD,999011,LC11,8,GABA,11,19,LC11
100619,T4_T5_horizontal,999020,HSN,7,ACh,11,19,HS
100619,T4_T5_vertical,999030,VS1,5,GABA,11,19,VS
100620,T4_T5_looming,999004,LC4,10,ACh,12,19,LC4
100620,T4_T5_STMD,999011,LC11,7,ACh,12,19,LC11
100620,T4_T5_horizontal,999020,HSN,7,ACh,12,19,HS
100620,T4_T5_vertical,999030,VS1,7,GABA,12,19,VS
100621,T4_T5_looming,999004,LC4,13,ACh,13,19,LC4
100621,T4_T5_STMD,999011,LC11,10,ACh,13,19,LC11
100621,T4_T5_horizontal,999020,HSN,4,ACh,13,19,HS
100621,T4_T5_vertical,999030,VS1,7,GABA,13,19,VS
100622,T4_T5_looming,999004,LC4,15,ACh,14,19,LC4
100622,T4_T5_STMD,999011,LC11,11,ACh,14,19,LC11
100622,T4_T5_horizontal,999020,HSN,3,ACh,14,19,HS
100622,T4_T5_vertical,999030,VS1,7,GABA,14,19,VS
100623,T4_T5_looming,999004,LC4,17,ACh,15,19,LC4
100623,T4_T5_STMD,999011,LC11,14,ACh,15,19,LC11
100623,T4_T5_vertical,999030,VS1,5,GABA,15,19,VS
100624,T4_T5_looming,999004,LC4,18,ACh,16,19,LC4
100624,T4_T5_STMD,999011,LC11,13,ACh,16,19,LC11
100624,T4_T5_horizontal,999020,HSN,5,GABA,16,19,HS
100624,T4_T5_vertical,999030,VS1,5,GABA,16,19,VS
100625,T4_T5_looming,999004,LC4,16,ACh,17,19,LC4
100625,T4_T5_STMD,999011,LC11,15,ACh,17,19,LC11
100625,T4_T5_vertical,999030,VS1,7,GABA,17,19,VS
100626,T4_T5_looming,999004,LC4,15,ACh,18,19,LC4
100626,T4_T5_STMD,999011,LC11,12,ACh,18,19,LC11
100626,T4_T5_horizontal,999020,HSN,6,GABA,18,19,HS
100626,T4_T5_vertical,999030,VS1,4,GABA,18,19,VS
100627,T4_T5_looming,999004,LC4,13,ACh,19,19,LC4
100627,T4_T5_STMD,999011,LC11,8,ACh,19,19,LC11
100627,T4_T5_horizontal,999020,HSN,4,GABA,19,19,HS
100627,T4_T5_vertical,999030,VS1,4,GABA,19,19,VS
100628,T4_T5_looming,999004,LC4,11,ACh,20,19,LC4
100628,T4_T5_STMD,999011,LC11,6,ACh,20,19,LC11
100628,T4_T5_horizontal,999020,HSN,6,GABA,20,19,HS
100628,T4_T5_vertical,999030,VS1,6,GABA,20,19,VS
100629,T4_T5_looming,999004,LC4,9,ACh,21,19,LC4
100629,T4_T5_STMD,999011,LC11,9,GABA,21,19,LC11
100629,T4_T5_horizontal,999020,HSN,6,GABA,21,19,HS
100629,T4_T5_vertical,999030,VS1,6,GABA,21,19,VS
100630,T4_T5_looming,999004,LC4,7,ACh,22,19,LC4
100630,T4_T5_STMD,999011,LC11,10,GABA,22,19,LC11
100630,T4_T5_horizontal,999020,HSN,8,GABA,22,19,HS
100630,T4_T5_vertical,999030,VS1,7,GABA,22,19,VS
100631,T4_T5_looming,999004,LC4,6,ACh,23,19,LC4
100631,T4_T5_STMD,999011,LC11,8,GABA,23,19,LC11
100631,T4_T5_horizontal,999020,HSN,10,GABA,23,19,HS
100631,T4_T5_vertical,999030,VS1,5,GABA,23,19,VS
100632,T4_T5_looming,999004,LC4,12,GABA,24,19,LC4
100632,T4_T5_STMD,999011,LC11,4,GABA,24,19,LC11
100632,T4_T5_horizontal,999020,HSN,9,GABA,24,19,HS
100632,T4_T5_vertical,999030,VS1,7,GABA,24,19,VS
100633,T4_T5_looming,999004,LC4,13,GABA,25,19,LC4
100633,T4_T5_horizontal,999020,HSN,12,GABA,25,19,HS
100633,T4_T5_vertical,999030,VS1,7,GABA,25,19,VS
100634,T4_T5_looming,999004,LC4,13,GABA,26,19,LC4
100634,T4_T5_horizontal,999020,HSN,12,GABA,26,19,HS
100634,T4_T5_vertical,999030,VS1,7,GABA,26,19,VS
100635,T4_T5_looming,999004,LC4,13,GABA,27,19,LC4
100635,T4_T5_horizontal,999020,HSN,14,GABA,27,19,HS
100635,T4_T5_vertical,999030,VS1,4,GABA,27,19,VS
100636,T4_T5_looming,999004,LC4,11,GABA,28,19,LC4
100636,T4_T5_horizontal,999020,HSN,15,GABA,28,19,HS
100636,T4_T5_vertical,999030,VS1,4,GABA,28,19,VS
100637,T4_T5_looming,999004,LC4,9,GABA,29,19,LC4
100637,T4_T5_horizontal,999020,HSN,15,GABA,29,19,HS
100637,T4_T5_vertical,999030,VS1,5,GABA,29,19,VS
100638,T4_T5_horizontal,999020,HSN,17,GABA,30,19,HS
100638,T4_T5_vertical,999030,VS1,6,GABA,30,19,VS
100639,T4_T5_horizontal,999020,HSN,17,GABA,31,19,HS
100639,T4_T5_vertical,999030,VS1,7,GABA,31,19,VS
100640,T4_T5_horizontal,999020,HSN,19,ACh,0,20,HS
100640,T4_T5_vertical,999030,VS1,7,GABA,0,20,VS
100641,T4_T5_horizontal,999020,HSN,18,ACh,1,20,HS
100641,T4_T5_vertical,999030,VS1,6,GABA,1,20,VS
100642,T4_T5_horizontal,999020,HSN,16,ACh,2,20,HS
100642,T4_T5_vertical,999030,VS1,5,GABA,2,20,VS
100643,T4_T5_looming,999004,LC4,8,GABA,3,20,LC4
100643,T4_T5_horizontal,999020,HSN,17,ACh,3,20,HS
100643,T4_T5_vertical,999030,VS1,6,GABA,3,20,VS
100644,T4_T5_looming,999004,LC4,9,GABA,4,20,LC4
100644,T4_T5_horizontal,999020,HSN,15,ACh,4,20,HS
100644,T4_T5_vertical,999030,VS1,7,GABA,4,20,VS
100645,T4_T5_looming,999004,LC4,13,GABA,5,20,LC4
100645,T4_T5_horizontal,999020,HSN,15,ACh,5,20,HS
100645,T4_T5_vertical,999030,VS1,6,GABA,5,20,VS
100646,T4_T5_looming,999004,LC4,14,GABA,6,20,LC4
100646,T4_T5_horizontal,999020,HSN,11,ACh,6,20,HS
100646,T4_T5_vertical,999030,VS1,8,GABA,6,20,VS
100647,T4_T5_looming,999004,LC4,14,GABA,7,20,LC4
100647,T4_T5_horizontal,999020,HSN,12,ACh,7,20,HS
100647,T4_T5_vertical,999030,VS1,7,GABA,7,20,VS
100648,T4_T5_looming,999004,LC4,13,GABA,8,20,LC4
100648,T4_T5_STMD,999011,LC11,4,GABA,8,20,LC11
100648,T4_T5_horizontal,999020,HSN,12,ACh,8,20,HS
100648,T4_T5_vertical,999030,VS1,8,GABA,8,20,VS
100649,T4_T5_looming,999004,LC4,12,GABA,9,20,LC4
100649,T4_T5_STMD,999011,LC11,6,GABA,9,20,LC11
100649,T4_T5_horizontal,999020,HSN,8,ACh,9,20,HS
100649,T4_T5_vertical,999030,VS1,6,GABA,9,20,VS
100650,T4_T5_looming,999004,LC4,7,ACh,10,20,LC4
100650,T4_T5_STMD,999011,LC11,7,GABA,10,20,LC11
100650,T4_T5_horizontal,999020,HSN,8,ACh,10,20,HS
100650,T4_T5_vertical,999030,VS1,7,GABA,10,20,VS
100651,T4_T5_looming,999004,LC4,7,ACh,11,20,LC4
100651,T4_T5_STMD,999011,LC11,9,GABA,11,20,LC11
100651,T4_T5_horizontal,999020,HSN,7,ACh,11,20,HS
100651,T4_T5_vertical,999030,VS1,5,GABA,11,20,VS
100652,T4_T5_looming,999004,LC4,8,ACh,12,20,LC4
100652,T4_T5_STMD,999011,LC11,9,GABA,12,20,LC11
100652,T4_T5_horizontal,999020,HSN,5,ACh,12,20,HS
100652,T4_T5_vertical,999030,VS1,7,GABA,12,20,VS
100653,T4_T5_looming,999004,LC4,12,ACh,13,20,LC4
100653,T4_T5_STMD,999011,LC11,6,ACh,13,20,LC11
100653,T4_T5_horizontal,999020,HSN,4,ACh,13,20,HS
100653,T4_T5_vertical,999030,VS1,6,GABA,13,20,VS
100654,T4_T5_looming,999004,LC4,12,ACh,14,20,LC4
100654,T4_T5_STMD,999011,LC11,9,ACh,14,20,LC11
100654,T4_T5_horizontal,999020,HSN,5,ACh,14,20,HS
100654,T4_T5_vertical,999030,VS1,7,GABA,14,20,VS
100655,T4_T5_looming,999004,LC4,13,ACh,15,20,LC4
100655,T4_T5_STMD,999011,LC11,11,ACh,15,20,LC11
100655,T4_T5_horizontal,999020,HSN,4,ACh,15,20,HS
100655,T4_T5_vertical,999030,VS1,5,GABA,15,20,VS
100656,T4_T5_looming,999004,LC4,15,ACh,16,20,LC4
100656,T4_T5_STMD,999011,LC11,10,ACh,16,20,LC11
100656,T4_T5_vertical,999030,VS1,6,GABA,16,20,VS
100657,T4_T5_looming,999004,LC4,13,ACh,17,20,LC4
100657,T4_T5_STMD,999011,LC11,9,ACh,17,20,LC11
100657,T4_T5_horizontal,999020,HSN,4,GABA,17,20,HS
100657,T4_T5_vertical,999030,VS1,8,GABA,17,20,VS
100658,T4_T5_looming,999004,LC4,11,ACh,18,20,LC4
100658,T4_T5_STMD,999011,LC11,7,ACh,18,20,LC11
100658,T4_T5_horizontal,999020,HSN,3,GABA,18,20,HS
100658,T4_T5_vertical,999030,VS1,5,GABA,18,20,VS
100659,T4_T5_looming,999004,LC4,13,ACh,19,20,LC4
100659,T4_T5_STMD,999011,LC11,6,ACh,19,20,LC11
100659,T4_T5_horizontal,999020,HSN,5,GABA,19,20,HS
100659,T4_T5_vertical,999030,VS1,7,GABA,19,20,VS
100660,T4_T5_looming,999004,LC4,11,ACh,20,20,LC4
100660,T4_T5_STMD,999011,LC11,9,GABA,20,20,LC11
100660,T4_T5_horizontal,999020,HSN,7,GABA,20,20,HS
100660,T4_T5_vertical,999030,VS1,6,GABA,20,20,VS
100661,T4_T5_looming,999004,LC4,6,ACh,21,20,LC4
100661,T4_T5_STMD,999011,LC11,8,GABA,21,20,LC11
100661,T4_T5_horizontal,999020,HSN,9,GABA,21,20,HS
100661,T4_T5_vertical,999030,VS1,5,GABA,21,20,VS
100662,T4_T5_looming,999004,LC4,8,ACh,22,20,LC4
100662,T4_T5_STMD,999011,LC11,7,GABA,22,20,LC11
100662,T4_T5_horizontal,999020,HSN,10,GABA,22,20,HS
100662,T4_T5_vertical,999030,VS1,7,GABA,22,20,VS
100663,T4_T5_looming,999004,LC4,10,GABA,23,20,LC4
100663,T4_T5_STMD,999011,LC11,5,GABA,23,20,LC11
100663,T4_T5_horizontal,999020,HSN,11,GABA,23,20,HS
100663,T4_T5_vertical,999030,VS1,5,GABA,23,20,VS
100664,T4_T5_looming,999004,LC4,12,GABA,24,20,LC4
100664,T4_T5_STMD,999011,LC11,4,GABA,24,20,LC11
100664,T4_T5_horizontal,999020,HSN,9,GABA,24,20,HS
100664,T4_T5_vertical,999030,VS1,7,GABA,24,20,VS
100665,T4_T5_looming,999004,LC4,14,GABA,25,20,LC4
100665,T4_T5_horizontal,999020,HSN,10,GABA,25,20,HS
100665,T4_T5_vertical,999030,VS1,6,GABA,25,20,VS
100666,T4_T5_looming,999004,LC4,14,GABA,26,20,LC4
100666,T4_T5_horizontal,999020,HSN,11,GABA,26,20,HS
100666,T4_T5_vertical,999030,VS1,8,GABA,26,20,VS
100667,T4_T5_looming,999004,LC4,13,GABA,27,20,LC4
100667,T4_T5_horizontal,999020,HSN,14,GABA,27,20,HS
100667,T4_T5_vertical,999030,VS1,6,GABA,27,20,VS
100668,T4_T5_looming,999004,LC4,10,GABA,28,20,LC4
100668,T4_T5_horizontal,999020,HSN,15,GABA,28,20,HS
100668,T4_T5_vertical,999030,VS1,8,GABA,28,20,VS
100669,T4_T5_looming,999004,LC4,7,GABA,29,20,LC4
100669,T4_T5_horizontal,999020,HSN,16,GABA,29,20,HS
100669,T4_T5_vertical,999030,VS1,6,GABA,29,20,VS
100670,T4_T5_horizontal,999020,HSN,16,GABA,30,20,HS
100670,T4_T5_vertical,999030,VS1,7,GABA,30,20,VS
100671,T4_T5_horizontal,999020,HSN,16,GABA,31,20,HS
100671,T4_T5_vertical,999030,VS1,5,GABA,31,20,VS
100672,T4_T5_horizontal,999020,HSN,18,ACh,0,21,HS
100672,T4_T5_vertical,999030,VS1,7,GABA,0,21,VS
100673,T4_T5_horizontal,999020,HSN,17,ACh,1,21,HS
100673,T4_T5_vertical,999030,VS1,8,GABA,1,21,VS
100674,T4_T5_horizontal,999020,HSN,18,ACh,2,21,HS
100674,T4_T5_vertical,999030,VS1,8,GABA,2,21,VS
100675,T4_T5_looming,999004,LC4,8,GABA,3,21,LC4
100675,T4_T5_horizontal,999020,HSN,15,ACh,3,21,HS
100675,T4_T5_vertical,999030,VS1,9,GABA,3,21,VS
100676,T4_T5_looming,999004,LC4,10,GABA,4,21,LC4
100676,T4_T5_horizontal,999020,HSN,16,ACh,4,21,HS
100676,T4_T5_vertical,999030,VS1,8,GABA,4,21,VS
100677,T4_T5_looming,999004,LC4,10,GABA,5,21,LC4
100677,T4_T5_horizontal,999020,HSN,12,ACh,5,21,HS
100677,T4_T5_vertical,999030,VS1,7,GABA,5,21,VS
100678,T4_T5_looming,999004,LC4,13,GABA,6,21,LC4
100678,T4_T5_horizontal,999020,HSN,13,ACh,6,21,HS
100678,T4_T5_vertical,999030,VS1,6,GABA,6,21,VS
100679,T4_T5_looming,999004,LC4,14,GABA,7,21,LC4
100679,T4_T5_horizontal,999020,HSN,10,ACh,7,21,HS
100679,T4_T5_vertical,999030,VS1,6,GABA,7,21,VS
100680,T4_T5_looming,999004,LC4,14,GABA,8,21,LC4
100680,T4_T5_horizontal,999020,HSN,10,ACh,8,21,HS
100680,T4_T5_vertical,999030,VS1,7,GABA,8,21,VS
100681,T4_T5_looming,999004,LC4,11,GABA,9,21,LC4
100681,T4_T5_STMD,999011,LC11,6,GABA,9,21,LC11
100681,T4_T5_horizontal,999020,HSN,11,ACh,9,21,HS
100681,T4_T5_vertical,999030,VS1,9,GABA,9,21,VS
100682,T4_T5_looming,999004,LC4,5,ACh,10,21,LC4
100682,T4_T5_STMD,999011,LC11,6,GABA,10,21,LC11
100682,T4_T5_horizontal,999020,HSN,7,ACh,10,21,HS
100682,T4_T5_vertical,999030,VS1,9,GABA,10,21,VS
100683,T4_T5_looming,999004,LC4,5,ACh,11,21,LC4
100683,T4_T5_STMD,999011,LC11,7,GABA,11,21,LC11
100683,T4_T5_horizontal,999020,HSN,6,ACh,11,21,HS
100683,T4_T5_vertical,999030,VS1,8,GABA,11,21,VS
100684,T4_T5_looming,999004,LC4,7,ACh,12,21,LC4
100684,T4_T5_STMD,999011,LC11,10,GABA,12,21,LC11
100684,T4_T5_horizontal,999020,HSN,7,ACh,12,21,HS
100684,T4_T5_vertical,999030,VS1,6,GABA,12,21,VS
100685,T4_T5_looming,999004,LC4,11,ACh,13,21,LC4
100685,T4_T5_STMD,999011,LC11,8,GABA,13,21,LC11
100685,T4_T5_horizontal,999020,HSN,4,ACh,13,21,HS
100685,T4_T5_vertical,999030,VS1,6,GABA,13,21,VS
100686,T4_T5_looming,999004,LC4,9,ACh,14,21,LC4
100686,T4_T5_STMD,999011,LC11,10,GABA,14,21,LC11
100686,T4_T5_horizontal,999020,HSN,5,ACh,14,21,HS
100686,T4_T5_vertical,999030,VS1,8,GABA,14,21,VS
100687,T4_T5_looming,999004,LC4,11,ACh,15,21,LC4
100687,T4_T5_STMD,999011,LC11,8,GABA,15,21,LC11
100687,T4_T5_horizontal,999020,HSN,4,ACh,15,21,HS
100687,T4_T5_vertical,999030,VS1,6,GABA,15,21,VS
100688,T4_T5_looming,999004,LC4,12,ACh,16,21,LC4
100688,T4_T5_STMD,999011,LC11,6,ACh,16,21,LC11
100688,T4_T5_horizontal,999020,HSN,3,GABA,16,21,HS
100688,T4_T5_vertical,999030,VS1,9,GABA,16,21,VS
100689,T4_T5_looming,999004,LC4,11,ACh,17,21,LC4
100689,T4_T5_STMD,999011,LC11,9,GABA,17,21,LC11
100689,T4_T5_horizontal,999020,HSN,3,GABA,17,21,HS
100689,T4_T5_vertical,999030,VS1,9,GABA,17,21,VS
100690,T4_T5_looming,999004,LC4,11,ACh,18,21,LC4
100690,T4_T5_STMD,999011,LC11,9,GABA,18,21,LC11
100690,T4_T5_horizontal,999020,HSN,6,GABA,18,21,HS
100690,T4_T5_vertical,999030,VS1,8,GABA,18,21,VS
100691,T4_T5_looming,999004,LC4,10,ACh,19,21,LC4
100691,T4_T5_STMD,999011,LC11,9,GABA,19,21,LC11
100691,T4_T5_horizontal,999020,HSN,4,GABA,19,21,HS
100691,T4_T5_vertical,999030,VS1,8,GABA,19,21,VS
100692,T4_T5_looming,999004,LC4,6,ACh,20,21,LC4
100692,T4_T5_STMD,999011,LC11,8,GABA,20,21,LC11
100692,T4_T5_horizontal,999020,HSN,8,GABA,20,21,HS
100692,T4_T5_vertical,999030,VS1,7,GABA,20,21,VS
100693,T4_T5_looming,999004,LC4,8,ACh,21,21,LC4
100693,T4_T5_STMD,999011,LC11,9,GABA,21,21,LC11
100693,T4_T5_horizontal,999020,HSN,6,GABA,21,21,HS
100693,T4_T5_vertical,999030,VS1,6,GABA,21,21,VS
100694,T4_T5_looming,999004,LC4,4,ACh,22,21,LC4
100694,T4_T5_STMD,999011,LC11,7,GABA,22,21,LC11
100694,T4_T5_horizontal,999020,HSN,8,GABA,22,21,HS
100694,T4_T5_vertical,999030,VS1,9,GABA,22,21,VS
100695,T4_T5_looming,999004,LC4,12,GABA,23,21,LC4
100695,T4_T5_STMD,999011,LC11,6,GABA,23,21,LC11
100695,T4_T5_horizontal,999020,HSN,8,GABA,23,21,HS
100695,T4_T5_vertical,999030,VS1,6,GABA,23,21,VS
100696,T4_T5_looming,999004,LC4,13,GABA,24,21,LC4
100696,T4_T5_horizontal,999020,HSN,11,GABA,24,21,HS
100696,T4_T5_vertical,999030,VS1,6,GABA,24,21,VS
100697,T4_T5_looming,999004,LC4,12,GABA,25,21,LC4
100697,T4_T5_horizontal,999020,HSN,12,GABA,25,21,HS
100697,T4_T5_vertical,999030,VS1,9,GABA,25,21,VS
100698,T4_T5_looming,999004,LC4,14,GABA,26,21,LC4
100698,T4_T5_horizontal,999020,HSN,11,GABA,26,21,HS
100698,T4_T5_vertical,999030,VS1,6,GABA,26,21,VS
100699,T4_T5_looming,999004,LC4,12,GABA,27,21,LC4
100699,T4_T5_horizontal,999020,HSN,15,GABA,27,21,HS
100699,T4_T5_vertical,999030,VS1,7,GABA,27,21,VS
100700,T4_T5_looming,999004,LC4,10,GABA,28,21,LC4
100700,T4_T5_horizontal,999020,HSN,16,GABA,28,21,HS
100700,T4_T5_vertical,999030,VS1,7,GABA,28,21,VS
100701,T4_T5_looming,999004,LC4,6,GABA,29,21,LC4
100701,T4_T5_horizontal,999020,HSN,16,GABA,29,21,HS
100701,T4_T5_vertical,999030,VS1,8,GABA,29,21,VS
100702,T4_T5_horizontal,999020,HSN,17,GABA,30,21,HS
100702,T4_T5_vertical,999030,VS1,7,GABA,30,21,VS
100703,T4_T5_horizontal,999020,HSN,19,GABA,31,21,HS
100703,T4_T5_vertical,999030,VS1,6,GABA,31,21,VS
100704,T4_T5_horizontal,999020,HSN,19,ACh,0,22,HS
100704,T4_T5_vertical,999030,VS1,7,GABA,0,22,VS
100705,T4_T5_horizontal,999020,HSN,18,ACh,1,22,HS
100705,T4_T5_vertical,999030,VS1,9,GABA,1,22,VS
100706,T4_T5_horizontal,999020,HSN,17,ACh,2,22,HS
100706,T4_T5_vertical,999030,VS1,10,GABA,2,22,VS
100707,T4_T5_horizontal,999020,HSN,14,ACh,3,22,HS
100707,T4_T5_vertical,999030,VS1,7,GABA,3,22,VS
100708,T4_T5_looming,999004,LC4,7,GABA,4,22,LC4
100708,T4_T5_horizontal,999020,HSN,13,ACh,4,22,HS
100708,T4_T5_vertical,999030,VS1,7,GABA,4,22,VS
100709,T4_T5_looming,999004,LC4,11,GABA,5,22,LC4
100709,T4_T5_horizontal,999020,HSN,13,ACh,5,22,HS
100709,T4_T5_vertical,999030,VS1,8,GABA,5,22,VS
100710,T4_T5_looming,999004,LC4,13,GABA,6,22,LC4
100710,T4_T5_horizontal,999020,HSN,12,ACh,6,22,HS
100710,T4_T5_vertical,999030,VS1,8,GABA,6,22,VS
100711,T4_T5_looming,999004,LC4,12,GABA,7,22,LC4
100711,T4_T5_horizontal,999020,HSN,11,ACh,7,22,HS
100711,T4_T5_vertical,999030,VS1,10,GABA,7,22,VS
100712,T4_T5_looming,999004,LC4,14,GABA,8,22,LC4
100712,T4_T5_horizontal,999020,HSN,10,ACh,8,22,HS
100712,T4_T5_vertical,999030,VS1,7,GABA,8,22,VS
100713,T4_T5_looming,999004,LC4,12,GABA,9,22,LC4
100713,T4_T5_horizontal,999020,HSN,11,ACh,9,22,HS
100713,T4_T5_vertical,999030,VS1,8,GABA,9,22,VS
100714,T4_T5_looming,999004,LC4,11,GABA,10,22,LC4
100714,T4_T5_STMD,999011,LC11,5,GABA,10,22,LC11
100714,T4_T5_horizontal,999020,HSN,10,ACh,10,22,HS
100714,T4_T5_vertical,999030,VS1,7,GABA,10,22,VS
100715,T4_T5_looming,999004,LC4,4,ACh,11,22,LC4
100715,T4_T5_STMD,999011,LC11,8,GABA,11,22,LC11
100715,T4_T5_horizontal,999020,HSN,7,ACh,11,22,HS
100715,T4_T5_vertical,999030,VS1,9,GABA,11,22,VS
